metric,level,mean,std,count,min,max,question_id,concept_score_raw_mean,concept_score_raw_std,concept_score_raw_count,coherence_raw_mean,coherence_raw_std,coherence_raw_count,relevance_raw_mean,relevance_raw_std,relevance_raw_count,model,concept,coef,layer,steering_type,steering_direction,n_per_question,total_samples
concept_score_raw,overall,36.98616347269489,31.91294994439435,100.0,0.018252333335406937,99.69206821278479,,,,,,,,,,,,,,,,,,
coherence_raw,overall,93.12660819867914,2.3963120087720218,100.0,87.9231577682483,99.96321718767881,,,,,,,,,,,,,,,,,,
relevance_raw,overall,99.90358058133008,0.631588539701597,100.0,94.15221351918696,99.9999999967809,,,,,,,,,,,,,,,,,,
,,,,,,,graphical_0,24.93357292384641,0.0,1.0,90.73595004629485,0.0,1.0,99.99999886085743,0.0,1.0,,,,,,,,
,,,,,,,graphical_1,10.474459048745075,0.0,1.0,94.08285964994298,0.0,1.0,99.99999962977813,0.0,1.0,,,,,,,,
,,,,,,,graphical_2,18.32165632592919,0.0,1.0,99.5464728649879,0.0,1.0,99.99999989212341,0.0,1.0,,,,,,,,
,,,,,,,graphical_3,70.84245154502143,0.0,1.0,89.95937753569706,0.0,1.0,99.99999860571981,0.0,1.0,,,,,,,,
,,,,,,,graphical_4,21.942867161678578,0.0,1.0,94.51845236637405,0.0,1.0,99.99999887215141,0.0,1.0,,,,,,,,
,,,,,,,graphical_5,13.190879533969946,0.0,1.0,90.65306241558253,0.0,1.0,99.96602578756409,0.0,1.0,,,,,,,,
,,,,,,,graphical_6,16.658798596114654,0.0,1.0,91.54078341321359,0.0,1.0,99.99994863494493,0.0,1.0,,,,,,,,
,,,,,,,graphical_7,48.38718203399062,0.0,1.0,93.87734704578801,0.0,1.0,99.99997601212652,0.0,1.0,,,,,,,,
,,,,,,,graphical_8,14.949276540222646,0.0,1.0,91.09358873480356,0.0,1.0,99.99998107981271,0.0,1.0,,,,,,,,
,,,,,,,graphical_9,9.762574824694122,0.0,1.0,94.61200072007227,0.0,1.0,99.99993459306545,0.0,1.0,,,,,,,,
,,,,,,,graphical_10,80.01105599843636,0.0,1.0,92.48030795613718,0.0,1.0,99.99999958384655,0.0,1.0,,,,,,,,
,,,,,,,graphical_11,11.61302034147539,0.0,1.0,95.03078847896448,0.0,1.0,99.99999997833112,0.0,1.0,,,,,,,,
,,,,,,,graphical_12,0.0248156910578993,0.0,1.0,94.25662057086434,0.0,1.0,94.15221351918696,0.0,1.0,,,,,,,,
,,,,,,,graphical_13,22.269856839954592,0.0,1.0,93.0997688671991,0.0,1.0,99.99885247150857,0.0,1.0,,,,,,,,
,,,,,,,graphical_14,93.38732199653694,0.0,1.0,94.8522646765155,0.0,1.0,99.9999824282239,0.0,1.0,,,,,,,,
,,,,,,,graphical_15,31.93623112344932,0.0,1.0,93.88130204296478,0.0,1.0,99.9999998756191,0.0,1.0,,,,,,,,
,,,,,,,graphical_16,1.914149917434234,0.0,1.0,90.1774255087659,0.0,1.0,99.99999992418967,0.0,1.0,,,,,,,,
,,,,,,,graphical_17,99.69206821278479,0.0,1.0,96.18429279365547,0.0,1.0,99.99999975005795,0.0,1.0,,,,,,,,
,,,,,,,graphical_18,21.40335199183957,0.0,1.0,93.64766451048432,0.0,1.0,99.99994907814612,0.0,1.0,,,,,,,,
,,,,,,,graphical_19,87.68396688874228,0.0,1.0,94.92476173101079,0.0,1.0,99.99999711839394,0.0,1.0,,,,,,,,
,,,,,,,graphical_20,0.14965590187459224,0.0,1.0,91.52512078428937,0.0,1.0,99.99989232340916,0.0,1.0,,,,,,,,
,,,,,,,graphical_21,29.930374771692602,0.0,1.0,93.64869065774226,0.0,1.0,99.99998435359421,0.0,1.0,,,,,,,,
,,,,,,,graphical_22,62.75071340714811,0.0,1.0,94.95363069379925,0.0,1.0,99.99999931322367,0.0,1.0,,,,,,,,
,,,,,,,graphical_23,21.366946570168125,0.0,1.0,95.01775420645649,0.0,1.0,99.99999797003869,0.0,1.0,,,,,,,,
,,,,,,,graphical_24,4.869631649078268,0.0,1.0,88.20187113397952,0.0,1.0,97.74869160995814,0.0,1.0,,,,,,,,
,,,,,,,graphical_25,65.27356077389224,0.0,1.0,94.24670119524914,0.0,1.0,99.9999760047985,0.0,1.0,,,,,,,,
,,,,,,,graphical_26,0.09453550749897104,0.0,1.0,95.43640726825967,0.0,1.0,99.96033126652799,0.0,1.0,,,,,,,,
,,,,,,,graphical_27,52.979883643150345,0.0,1.0,94.81285253775282,0.0,1.0,99.99999939570655,0.0,1.0,,,,,,,,
,,,,,,,graphical_28,10.670514931664588,0.0,1.0,94.98523247891315,0.0,1.0,99.99999987347817,0.0,1.0,,,,,,,,
,,,,,,,graphical_29,8.600516539817265,0.0,1.0,90.00133696151359,0.0,1.0,99.99998110840062,0.0,1.0,,,,,,,,
,,,,,,,graphical_30,52.96216899215344,0.0,1.0,94.68165072394613,0.0,1.0,99.9999956966856,0.0,1.0,,,,,,,,
,,,,,,,graphical_31,6.288451149607561,0.0,1.0,93.3845059958009,0.0,1.0,99.99999968559825,0.0,1.0,,,,,,,,
,,,,,,,graphical_32,82.94062959258243,0.0,1.0,92.03608067610976,0.0,1.0,99.99993418029108,0.0,1.0,,,,,,,,
,,,,,,,graphical_33,20.08055991472889,0.0,1.0,93.87491617026566,0.0,1.0,99.999994596037,0.0,1.0,,,,,,,,
,,,,,,,graphical_34,92.16423324435668,0.0,1.0,91.80095790740154,0.0,1.0,99.99999911330406,0.0,1.0,,,,,,,,
,,,,,,,graphical_35,11.044303178264048,0.0,1.0,94.85114263270822,0.0,1.0,99.9999999499992,0.0,1.0,,,,,,,,
,,,,,,,graphical_36,10.198801213851253,0.0,1.0,87.9231577682483,0.0,1.0,99.99867370434094,0.0,1.0,,,,,,,,
,,,,,,,graphical_37,30.520904686371306,0.0,1.0,95.78091383969073,0.0,1.0,99.99999998145591,0.0,1.0,,,,,,,,
,,,,,,,graphical_38,94.28402923426184,0.0,1.0,88.73814314411173,0.0,1.0,99.99897209155786,0.0,1.0,,,,,,,,
,,,,,,,graphical_39,9.011649650976336,0.0,1.0,88.42172988432613,0.0,1.0,99.99549058052943,0.0,1.0,,,,,,,,
,,,,,,,graphical_40,11.623723196692898,0.0,1.0,92.77688407089103,0.0,1.0,99.99999797226134,0.0,1.0,,,,,,,,
,,,,,,,graphical_41,94.80783493749477,0.0,1.0,94.24542021843712,0.0,1.0,99.99999987310434,0.0,1.0,,,,,,,,
,,,,,,,graphical_42,80.50683302209974,0.0,1.0,94.88122977011132,0.0,1.0,99.9999897910468,0.0,1.0,,,,,,,,
,,,,,,,graphical_43,0.08122275191320814,0.0,1.0,94.99045039209861,0.0,1.0,99.99999913627472,0.0,1.0,,,,,,,,
,,,,,,,graphical_44,9.102518997137196,0.0,1.0,94.99750212099869,0.0,1.0,99.99999104410666,0.0,1.0,,,,,,,,
,,,,,,,graphical_45,23.44697585192948,0.0,1.0,94.94342319555378,0.0,1.0,99.99999975541454,0.0,1.0,,,,,,,,
,,,,,,,graphical_46,28.77344230322158,0.0,1.0,89.78137166245345,0.0,1.0,99.99999391726746,0.0,1.0,,,,,,,,
,,,,,,,graphical_47,48.63886247157687,0.0,1.0,94.69058865700275,0.0,1.0,99.99999903215293,0.0,1.0,,,,,,,,
,,,,,,,graphical_48,77.93315470129603,0.0,1.0,92.12446986101595,0.0,1.0,99.99999580193109,0.0,1.0,,,,,,,,
,,,,,,,graphical_49,70.32825664092152,0.0,1.0,90.17753920961717,0.0,1.0,99.99999995524638,0.0,1.0,,,,,,,,
,,,,,,,graphical_50,1.5446556634801194,0.0,1.0,94.06399459689551,0.0,1.0,99.99999942773138,0.0,1.0,,,,,,,,
,,,,,,,graphical_51,62.63707747410282,0.0,1.0,93.3929325488316,0.0,1.0,99.99998322556178,0.0,1.0,,,,,,,,
,,,,,,,graphical_52,45.986695940663445,0.0,1.0,91.55475536710593,0.0,1.0,99.99999972105559,0.0,1.0,,,,,,,,
,,,,,,,graphical_53,64.87290732526209,0.0,1.0,92.15003449143279,0.0,1.0,99.99998538211346,0.0,1.0,,,,,,,,
,,,,,,,graphical_54,19.001828147876875,0.0,1.0,94.988713066013,0.0,1.0,99.99999992958702,0.0,1.0,,,,,,,,
,,,,,,,graphical_55,65.12528929885295,0.0,1.0,90.50783966352206,0.0,1.0,99.99998855719844,0.0,1.0,,,,,,,,
